dna_binding	cell_differentiation	extracellular	intermediate	brush_board_assembly	label
-0.309719236747957	-0.213111954235958	-0.534196697669332	0.012920463319525	-0.645707710976237	ESCC
-0.485426342637837	-0.225961445814015	-0.429325593575874	-0.124205628811432	-0.654852477363663	ESCC
-0.537438044467846	-0.236945633662592	-0.663773489509035	-0.6339470427398	-0.639268169778725	ESCC
-0.237749907787338	-0.00940044715974	-0.359611918008718	0.285400379453231	-0.61329912290061	ESCC
-0.281806592684141	-0.042823752581549	-0.446133135368592	0.102962616100735	-0.610409501338574	ESCC
-0.413256536613461	-0.326077638763037	-0.65256593915928	-0.56368896815263	-0.629217801922696	ESCC
-0.370903710967568	-0.256518543361433	-0.663689222213132	-0.502802471595071	-0.698174479169339	ESCC
-0.46936357356905	-0.313030759870491	-0.599561810061754	-0.56270710093945	-0.709350878611805	ESCC
-0.361396108556403	-0.246299450145963	-0.393889890005924	-0.036063363667047	-0.66527489352707	ESCC
-0.495562537419965	-0.440847571356411	-0.618774753518388	-0.523409650216976	-0.671596242485475	ESCC
-0.036029048011318	-0.061756406523176	-0.734220948850091	-0.653099220336544	-0.699429453264949	ESCC
0.638596047435001	0.514350876700787	-0.428640222435487	0.365675255702389	-0.660001196062198	ESCC
0.65080299829337	0.498669749871978	-0.394203795139854	0.365210980349467	-0.714935440269435	ESCC
-0.143391957941872	-0.224201862685529	-0.741889272773591	-0.723660972728616	-0.622636698695989	ESCC
-0.037057200263395	-0.05737152485257	-0.711928780449323	-0.664503584375008	-0.625606938253791	ESCC
0.682591585610382	0.434897626043173	-0.265307991789883	0.413651316692045	-0.65169888489251	ESCC
-0.114739553005112	0.018118252012465	-0.679447206539432	-0.608938183318619	-0.601935762826431	ESCC
-0.017620558565446	-0.109912371524584	-0.68793270001069	-0.638144425236817	-0.542881417547823	ESCC
0.524350186516325	0.190280752566552	-0.533593303601779	-0.076270268119132	-0.5659510305865	ESCC
0.574620775173558	0.216882699862402	-0.545225536371919	0.02371658559514	-0.579239477801724	ESCC
0.497802871232402	0.329902785988254	-0.439390145938414	0.293266968390666	-0.687044704427133	ESCC
0.610502509703378	0.17446990271687	-0.405553164470973	0.359461824959529	-0.629615655071813	ESCC
-0.262377415299782	-0.132658783452812	-0.801971854723572	-0.748567493028226	-0.570468408696456	ESCC
0.001754761346451	0.026813910258389	-0.671947417207663	-0.586487286458399	-0.678909124656397	ESCC
0.533618904548533	0.162998645200389	-0.414650367725033	-0.075160094371455	-0.595530002487931	ESCC
0.574274166784951	0.097103487629167	-0.448240943486309	-0.05780249410182	-0.649910316818495	ESCC
-0.494289317149179	-0.388445346259931	-0.640850577726828	-0.522301775459007	0.565441782925927	EAC
-0.199713732423957	-0.518306313689839	-0.515774359888981	-0.596950726295183	0.493874131693612	EAC
-0.30799023322382	0.558992236590014	0.520184540588307	0.535109487257296	-0.36339885109121	EAC
-0.658048559847235	-0.360574495124193	0.482488706969521	0.321452876410267	0.275179044672706	EAC
-0.109985397260697	0.457881753996911	0.736984473055832	0.738483954431808	0.527762402304539	EAC
-0.598860597141171	-0.203818002366357	-0.149215044265934	-0.296823421262547	-0.275962307054783	EAC
-0.59421084522758	-0.283422019619575	-0.713169850499235	-0.711156049882168	0.42148082613447	EAC
-0.443838259445528	0.128138578602873	-0.129113027017588	-0.395591177515545	-0.034283302838943	EAC
-0.294631623540033	0.506305104022688	-0.599339797007974	-0.609731581977448	-0.459869509144497	EAC
-0.628860336551964	-0.570512846565986	-0.45282069208962	-0.459706410982648	0.60208861296326	EAC
-0.528318424529336	-0.2458321069425	-0.303446532400731	-0.483485063204098	0.487031575940666	EAC
-0.438475530793745	0.533065735202606	0.636590353701686	0.71805113573941	0.482201892111128	EAC
-0.417462442702704	0.37145995295116	-0.654854810333618	-0.654889587454764	-0.541558382313071	EAC
-0.206193181621025	0.361276769890996	0.630855118685799	0.616042448549372	-0.168828902703763	EAC
0.006146333249178	0.163833628050163	-0.633768805684226	-0.601633703785296	0.31745003273605	EAC
0.111705085184692	0.433099204735263	0.610578846177397	0.647265658479681	0.35999467484255	EAC
-0.214620939791852	-0.250274766749263	-0.567459165438512	-0.569135174287495	0.420794609629023	EAC
-0.214953519148339	0.403765677345045	-0.430894689130065	-0.412241848373327	-0.367017021520314	EAC
-0.511189199661193	-0.244219774307245	-0.426824947796952	-0.577687900235892	0.416454094026706	EAC
-0.539984876096006	-0.014886365294663	0.085186987274613	-0.309652762346804	-0.544338543047365	EAC
-0.22573040330045	-0.121689979114382	-0.573596115422178	-0.507621313151875	0.025476046423698	EAC
-0.503158082978687	0.415153598285715	-0.572039083595954	-0.531674509544842	-0.434266775165358	EAC
-0.405175419322567	-0.386356453709388	0.288803415724318	0.250329233647284	0.588271659417745	EAC
-0.580228377681	-0.29284985916811	-0.46556074064248	-0.527637344118645	-0.162724147579034	EAC
-0.594262029495915	0.083589045926338	0.520912843849295	0.507415976399277	0.507589603920526	EAC
-0.435462452203602	-0.224608624733518	-0.678196103753615	-0.648099372539086	0.40749688112307	EAC
-0.051696556369413	-0.262986861765937	-0.57783667171921	-0.429975264374108	0.595831242427184	EAC
-0.130672728803531	-0.181031129013469	-0.581036860977895	-0.583146776906105	0.556395094613567	EAC
-0.048100565125822	-0.34120331787731	-0.516980609793077	-0.420623671104914	0.596713828662102	EAC
-0.57360303263812	0.014472010043871	-0.650173668378841	-0.583392956942027	-0.608802964803068	EAC
0.030900058937477	0.313481896826169	-0.595748779804953	-0.596513292362392	0.503425514121018	EAC
-0.30024416940299	0.014024003142633	-0.539537793689568	-0.624825089606182	0.10519859341792	EAC
-0.40709602474196	-0.526958005669785	-0.428248251668519	-0.582631551503675	0.601587427811511	EAC
-0.266228845668039	0.243850549170157	0.249908216686444	0.493049566597345	0.533090715302994	EAC
-0.505612246833129	-0.345180133639618	-0.472164573347028	-0.340827752372501	0.639445273844628	EAC
-0.52096761742567	-0.489482032563658	-0.628413244335614	-0.505318471277349	0.749217431400615	EAC
-0.459572253398028	0.148849695576717	-0.546220611780698	-0.627606568221593	0.041662335740586	EAC
-0.209059526816497	-0.011360744150452	-0.563119076053302	-0.582071736315714	0.579022108059349	EAC
-0.108397098589654	-0.367424177777574	-0.580601853159739	-0.665060273078578	0.597173334902553	EAC
-0.42475097439728	0.298127822362376	-0.160268890419108	-0.107178968655146	-0.584452164114737	EAC
-0.173432344006585	0.439987477733859	-0.5911988501596	-0.686884596099234	-0.566916936274149	EAC
-0.125525110623867	0.144293327970574	0.604257654051716	0.616805011601742	0.506399480007518	EAC
-0.585097683841928	0.056804790543874	-0.585164955263478	-0.669420693528765	-0.003316637552683	EAC
-0.218405321209008	0.432014001407803	-0.56277245527763	-0.624021943044534	-0.420228742612666	EAC
-0.361906872813758	0.327478411410112	-0.646823862280944	-0.639413051817821	-0.138731961979043	EAC
-0.189411785995966	-0.519727555436662	-0.430123549652559	-0.433018026734028	0.627997903109239	EAC
-0.217023887204896	0.252325743138652	-0.196489679387739	-0.254545398886136	-0.431620702517848	EAC
-0.464635382757374	-0.333685876965092	-0.437867676797523	-0.599604916893455	0.479873539765273	EAC
-0.25205399734056	0.160437407096179	-0.470849559722746	-0.61711240293458	0.244904773528897	EAC
-0.267658849536546	0.195544977986238	-0.343291275336644	-0.599847215614133	0.403090970373989	EAC
-0.104403468889403	0.012413874314834	-0.556657520773898	-0.629476737607852	0.581916214672496	EAC
-0.556174707850307	-0.496264929068876	-0.579831161545871	-0.583093779887993	0.659329648228599	EAC
-0.392820549812541	0.331871541656017	-0.416095457989204	-0.558062921876377	-0.354090920811076	EAC
-0.552368395697162	-0.592895897777618	-0.671106802984013	-0.66501955129261	0.618320304532836	EAC
-0.562470355219534	-0.39879884571269	-0.704739923949865	-0.707357976268899	0.472702486108861	EAC
-0.672241564986163	-0.167944165110196	-0.511551105425457	-0.449924156174713	0.045027090632907	EAC
-0.581112036935116	-0.630863999550669	-0.437231632902473	-0.545014208467032	0.584412775324938	EAC
-0.045918589802736	0.649795594009289	0.644261046953035	0.747467562975068	0.275255666485336	EAC
-0.035867643344247	0.500921909592403	0.669533914044891	0.710024244174789	-0.098336074669208	EAC
-0.449749875870467	0.38017839213674	-0.491852411327823	-0.567824862744922	-0.482206329812072	EAC
-0.397487132266191	-0.002578913836869	0.522368621283653	0.46823817276361	0.291797834948166	EAC
0.012207126493978	0.237041491277891	0.547505492024746	0.477401788829701	0.557503578328644	EAC
-0.621405360197985	-0.350759239931207	-0.496366600442455	-0.577182339063086	-0.454526037225244	EAC
-0.660435323534993	-0.507848793297246	-0.657568634939465	-0.66327983804485	0.564725387020606	EAC
-0.436529141815838	0.264509584408647	0.416347943206812	0.501099058656402	0.401642187788744	EAC
-0.456777803588291	-0.443828125142401	-0.241320461952365	-0.17138523761375	0.680515933002455	EAC
-0.21220955509202	-0.31514182715258	-0.387421512307091	-0.30088142294927	0.59183247124678	EAC
-0.137913614549097	0.325102798255079	0.637639870970961	0.640316429407413	0.518440714824998	EAC
-0.449142055911128	-0.141670807603921	-0.593778880588415	-0.592865992270559	-0.049225123123399	EAC
0.126572229478663	-0.141521708920309	-0.576628051760856	-0.665249721977061	0.497666927698228	EAC
-0.413722087522036	0.077191779035531	0.488118437198758	0.381066089853472	0.583583296954611	EAC
-0.509252917793951	-0.417281929293534	0.484891230540465	0.152471399191843	0.507955214192446	EAC
-0.470580178091967	-0.071077203848418	-0.392049792365012	-0.570564773601481	-0.342459186112272	EAC
-0.365686292451898	0.259397327952479	-0.562594872285117	-0.447914406222801	-0.113477905676135	EAC
-0.175970362886197	0.443131049555372	-0.607581532964437	-0.665622509756114	-0.63837114133003	EAC
-0.068021074082236	-0.14183205535314	-0.482493210128685	-0.574154059824368	0.277688659712502	EAC
-0.034099520080793	0.244756477802882	-0.587650476414816	-0.598415908324951	-0.222525566943373	EAC
0.409098462790336	0.232236719228542	0.507859417235615	0.518507032182924	-0.172258355700062	ESCC
0.23751789172353	-0.067984498482368	0.448069416724626	0.27075985149041	-0.221859471152063	ESCC
0.476216497942007	0.091623626283022	0.543369524507231	0.439525418427601	0.10951690597154	ESCC
0.480422536820684	0.245468205732357	0.548139887821984	0.555926511807795	0.038165618174319	ESCC
0.282475269325976	0.343148017582853	0.294514199039377	0.261257487759894	-0.255375519656425	ESCC
0.474031680678824	-0.10862073148505	0.124994503597484	0.142407615791317	-0.02428248866764	ESCC
0.425032867098823	0.354173386879805	0.641250910838582	0.582827796371483	-0.031390788887227	ESCC
0.521551679042556	-0.089545733840613	0.558130627613105	0.462526466995798	-0.089005602182655	ESCC
0.200134714153437	0.125201403325547	-0.131219501323333	-0.040237913452869	-0.415261512562573	ESCC
0.487067537169225	0.141077554892707	-0.027508730881676	0.173997303673731	-0.114552346712717	ESCC
0.347711089759695	-0.351169515087691	-0.114462207631061	-0.107420003714889	-0.181352616064589	ESCC
0.334717584345337	-0.228594263323053	0.39404715637678	0.408150529650392	-0.177595461882197	ESCC
0.315475011330001	-0.011949695609357	0.264338269175221	0.201466127401375	-0.267529554659272	ESCC
0.505369047647513	-0.142415795090409	0.642533962526472	0.56526853450522	0.021131491185469	ESCC
0.226656563105192	0.386322874135775	0.356171994596578	0.467917622458256	-0.38730926717679	ESCC
0.314136566473043	0.218285162577303	0.177442089016987	0.168475102068438	-0.25743272129901	ESCC
0.501024196559208	0.209376393441064	0.552881597187716	0.515662331757313	-0.039357730580062	ESCC
0.591479329797067	0.14173591913299	0.608998543477925	0.576398283389283	0.153930747736385	ESCC
0.362753364015524	0.090442834644892	-0.163547451947083	-0.057948422662722	-0.298986662739542	ESCC
0.547495428962599	0.359467157822842	0.649984244671728	0.495507744804351	-0.065139681098382	ESCC
0.239090524827359	0.13973548887573	0.491812613689924	0.433916393610285	-0.20804204519657	ESCC
0.60701764808671	0.001976026187203	0.5639322154904	0.541103746868328	0.049672550400287	ESCC
0.347013986129108	-0.012909878271082	0.614282166089229	0.444311345157512	-0.032633314696219	ESCC
0.529426622884522	0.285037646509724	0.402497829081543	0.496695907953219	0.080095188976027	ESCC
0.404470258737767	-0.203028931086846	0.621926593858464	0.488042653364269	0.020954283390472	ESCC
0.300062949637574	-0.192242471785957	-0.290745504821891	0.070535658399217	-0.242074820388105	ESCC
0.368339324038643	-0.145485229725115	0.59244547634866	0.462268597424334	-0.188549203339777	ESCC
0.105229266216344	0.195773522890372	-0.168081296730325	-0.013850493597283	-0.288977117530612	ESCC
0.283489096573236	0.188103030344913	-0.258562406776739	0.068250758341729	-0.45891834258261	ESCC
0.138334596278552	0.355196245768764	-0.315756541645075	-0.036173320409358	-0.397151289599588	ESCC
0.392471644613183	0.377450778915804	0.210915662803713	0.268487011490973	-0.221842014642213	ESCC
0.198114001852344	0.39000772246805	-0.044342299655028	0.072379507920426	-0.390718234203647	ESCC
0.47930146925249	0.45672091537535	0.606556825784508	0.55903665321261	0.0015668160677	ESCC
0.343717031370761	-0.230055363896025	-0.30889742739316	-0.376638474854239	-0.047842934530995	ESCC
0.443396034611474	-0.045563562085424	0.393486986561198	0.380237504659913	-0.408055529642521	ESCC
0.626328027898632	0.561999414208062	0.472767599489671	0.652882359343848	-0.186212560052655	ESCC
0.416167790392863	0.471608101742098	0.14305970756884	0.244607347489103	-0.549983965470028	ESCC
0.481954890951478	0.495035343433233	0.528227349246309	0.5174190596445	-0.387630450450302	ESCC
0.278560225234317	0.170286067752035	0.247528505003975	0.421867643070024	-0.416481253208054	ESCC
0.587279182677339	0.512956032532489	0.606951914223632	0.535036617425553	-0.316283222481266	ESCC
0.387676755572116	0.418862927941897	0.518316868243115	0.488310789293786	-0.448223763800804	ESCC
0.491907760152827	0.597450779642097	0.314918100853895	0.450855342313313	-0.468741368220027	ESCC
0.275151124196632	0.207594195014874	0.660021043844988	0.55738242675859	-0.330649404093789	ESCC
0.473389442998215	0.131439297391901	0.664809214444264	0.580155832372965	-0.348804465565038	ESCC
0.564244633275934	0.350134527531632	0.258850669427508	0.481157740702689	-0.324968329749186	ESCC
0.377982669796169	0.352336913306552	0.372350677573208	0.544330922917216	-0.438507144907528	ESCC
0.506625153686578	0.183737486006671	0.428465900001105	0.467534128563548	-0.303869297267577	ESCC
0.324912258319763	0.627313639189988	0.499709398038849	0.530313985959413	-0.527667148018745	ESCC
0.562585320032182	0.274868987118893	0.034212522120201	-0.067576676777922	-0.141325859092324	ESCC
0.397622811772543	0.009245897414183	-0.196256844032914	0.355271544953873	-0.517404644914207	ESCC
0.453662676421002	0.002680390434739	-0.094696002645624	0.417233053946154	-0.479900663819169	ESCC
0.508520585904934	0.441752255162204	0.321398961630664	0.524169368015531	-0.522362399869103	ESCC
0.572061382364859	0.122988435828351	0.518073217592773	0.609564836451976	-0.215677067823972	ESCC
0.445151899398288	0.253544228898132	0.40650186527333	0.535305321316514	-0.425165810813485	ESCC
0.542417033066773	-0.397400370374648	-0.280610095221997	-0.414376494261216	0.063984991312857	ESCC
0.422061132600282	0.079444663339248	0.029240751664314	-0.017610380856115	-0.288076451390963	ESCC
0.183495634826739	0.328798669077708	0.547784755456103	0.439251616935444	-0.399060412788801	ESCC
0.093542140271149	0.199232932196543	0.380385707849639	0.299049550743876	-0.548245150901614	ESCC
0.503040702527442	0.47484744255816	0.308483239243745	0.508860337787203	-0.487627510719562	ESCC
0.491336853701613	0.378652040679711	0.727780008890394	0.65341785162821	-0.274271197791442	ESCC
0.256377873200335	0.357613198111588	0.359915725790623	0.083052020377401	-0.503775747083775	ESCC
0.471793643490783	-0.23361918529049	-0.489201293688302	-0.522307296288716	-0.204946017337679	ESCC
0.521645742271008	0.308801895203794	0.560107133228153	0.528155330014277	-0.381864048370895	ESCC
0.485484009673123	0.316782908115606	0.554689732577574	0.485241385954647	-0.387085699941695	ESCC
0.33146671361937	0.022244080400921	-0.129177101231608	-0.072075097500811	-0.251880289237763	ESCC
0.376301804027214	-0.099507657002101	0.515020326497828	0.545671204593522	-0.408686099700255	ESCC
0.504246228564828	0.280167950337356	-0.122143654683729	0.270694746515089	-0.445895283703761	ESCC
0.505009682579728	0.502446415964439	0.102369552537809	0.491941963477918	-0.521519447636849	ESCC
0.489099256634697	0.34485534036591	0.025680052876199	0.314877769763433	-0.569566247354614	ESCC
0.593769498448617	0.36231335437497	0.026797000084295	0.113245702729994	-0.380722662760974	ESCC
0.514912794459411	0.445371665971824	0.361776847428822	0.347723988361266	-0.410846835713592	ESCC
0.270639211515885	-0.095732389627348	0.03098622120977	0.033738006575985	-0.298676000037021	ESCC
-0.013171720198575	-0.437593471653393	-0.554978528278135	-0.509187962982834	0.071668998592346	ESCC
0.135076599414358	-0.379667008286107	0.510154576637507	0.4822215632719	-0.519363190193151	ESCC
-0.029973899132748	0.124748531607952	0.572267461512717	0.479830914285709	-0.50712702093181	ESCC
